"ProductId","ProductName","AverageQuantitySold","AverageQuantityAvailable","InventoryTurnoverRate"
738,Sherry - Dry,50.8920,2.0000,25.44602273
941,Ham - Procutinni,50.8453,2.0000,25.42265193
616,Sole - Iqf,50.6205,2.0000,25.31024096
63,Bulgar,50.6062,2.0000,25.30310881
846,Calypso - Pineapple Passion,50.5495,2.0000,25.27472527
792,Dr. Pepper - 355ml,50.5343,2.0000,25.26715686
944,Puff Pastry - Sheets,50.4028,2.0000,25.20142180
187,Cheese - Pont Couvert,50.2903,2.0000,25.14516129
621,Tuna - Sushi Grade,50.2823,2.0000,25.14114833
170,"Cheese - Brie,danish",50.2562,2.0000,25.12807882
788,Tomatoes - Roma,50.2353,2.0000,25.11764706
786,Dragon Fruit,50.2178,2.0000,25.10891089
56,Ecolab - Solid Fusion,50.2172,2.0000,25.10858586
399,Lamb Leg - Bone - In Nz,50.2133,2.0000,25.10663507
866,"Lamb - Whole, Fresh",50.1801,2.0000,25.09004739
889,"Tea - Darjeeling, Azzura",50.0821,2.0000,25.04102564
449,Flour - Semolina,50.0722,2.0000,25.03608247
910,Wine - Rhine Riesling Wolf Blass,50.0542,2.0000,25.02709360
779,"Croissant, Raw - Mini",50.0240,2.0000,25.01201923
849,Beer - Upper Canada Light,49.9728,2.0000,24.98641304
77,Cookie Dough - Chunky,49.8341,2.0000,24.91706161
217,"Tarragon - Primerba, Paste",49.8165,2.0000,24.90825688
474,"Cheese - Cheddar, Old White",49.6567,2.0000,24.82835821
662,Bread - Bistro White,49.6330,2.0000,24.81651376
288,"Crab - Claws, Snow 16 - 24",49.6175,2.0000,24.80874317
148,"Juice - Apple, 341 Ml",49.4438,2.0000,24.72189349
404,Coffee Cup 16oz Foam,49.4406,2.0000,24.72029703
950,Muffin Mix - Oatmeal,49.4079,2.0000,24.70394737
464,Vinegar - Cider,49.3689,2.0000,24.68446602
418,Rice - Aborio,49.1915,2.0000,24.59574468
21,Hummus - Spread,49.1455,2.0000,24.57276995
564,"Water - Mineral, Carbonated",49.0838,2.0000,24.54189944
163,Peppercorns - Green,49.0567,2.0000,24.52835052
261,"Lentils - Green, Dry",48.9794,2.0000,24.48969072
367,Salmon - Fillets,48.6552,2.0000,24.32758621
375,Arizona - Green Tea,48.3737,2.0000,24.18686869
347,Ecolab - Hobart Upr Prewash Arm,48.3206,2.0000,24.16028708
337,Wine - Cousino Macul Antiguas,48.3089,2.0000,24.15445026
271,Butcher Twine 4r,48.2913,2.0000,24.14563107
230,Peas Snow,48.2184,2.0000,24.10922330
91,Chicken - Leg / Back Attach,48.1955,2.0000,24.09776536
995,Wine - Pinot Noir Stoneleigh,48.1571,2.0000,24.07853403
441,Vector Energy Bar,48.0570,2.0000,24.02850877
719,Yukon Jack,48.0217,2.0000,24.01086957
85,Chives - Fresh,47.9755,2.0000,23.98774510
27,Muskox - French Rack,47.5799,2.0000,23.78995434
885,Broom - Corn,47.4154,2.0000,23.70769231
506,Compound - Pear,47.3726,2.0000,23.68632075
80,Aspic - Amber,47.3268,2.0000,23.66341463
307,Tomatoes,47.3073,2.0000,23.65364583
502,Milk - Buttermilk,47.1223,2.0000,23.56117021
272,"Wine - White, Riesling, Semi - Dry",46.8374,2.0000,23.41871921
949,Extract - Lemon,46.8128,2.0000,23.40641711
832,Squid - Tubes / Tenticles 10/20,46.5000,2.0000,23.25000000
651,"Beans - Long, Chinese",46.3529,2.0000,23.17647059
130,Calypso - Lemonade,45.1263,2.0000,22.56313131
824,Toamtoes 6x7 Select,55.5097,3.0000,18.50323625
916,"Pepper - Black, Ground",54.7177,3.0000,18.23923445
284,Five Alive Citrus,54.6753,3.0000,18.22508591
89,Pop Shoppe Cream Soda,54.4975,3.0000,18.16582915
934,V8 Splash Strawberry Banana,54.3770,3.0000,18.12565445
876,Ham - Cooked Bayonne Tinned,54.2796,3.0000,18.09318996
487,"Trout - Rainbow, Frozen",53.8434,3.0000,17.94781145
23,"Bread - Crumbs, Bulk",53.8125,3.0000,17.93750000
745,Rice - Aborio,53.7958,3.0000,17.93193717
226,"Veal - Brisket, Provimi,bnls",53.7126,3.0000,17.90421456
88,"Nut - Walnut, Chopped",53.5802,3.0000,17.86006289
301,Wheat - Soft Kernal Of Wheat,53.5781,3.0000,17.85937500
483,Tea - Green,53.5736,3.0000,17.85786802
991,"Seedlings - Buckwheat, Organic",53.5195,3.0000,17.83982684
667,Beef - Top Butt Aaa,53.3060,3.0000,17.76867031
335,Olives - Stuffed,53.1818,3.0000,17.72727273
674,"Oil - Olive, Extra Virgin",53.0700,3.0000,17.69000000
119,Tomatillo,52.8278,3.0000,17.60925926
186,Flour - Teff,52.5208,3.0000,17.50694444
332,Beer - Maudite,52.4769,3.0000,17.49228395
171,Longos - Cheese Tortellini,52.4648,3.0000,17.48826291
798,Soupfoamcont12oz 112con,52.3107,3.0000,17.43689320
750,Sausage - Andouille,52.0093,3.0000,17.33641975
376,Spic And Span All Purpose,51.9655,3.0000,17.32183908
705,Tray - 12in Rnd Blk,51.8019,3.0000,17.26731079
523,Appetizer - Tarragon Chicken,51.7667,3.0000,17.25555556
707,Wine - Savigny - Les - Beaune,51.5140,3.0000,17.17133956
8,"Cheese - Brie, Cups 125g",51.4865,3.0000,17.16216216
594,"Appetizer - Mini Egg Roll, Shrimp",51.4064,3.0000,17.13547237
174,Paper Towel Touchless,51.3793,3.0000,17.12643678
5,"Cod - Salted, Boneless",51.3575,3.0000,17.11918063
166,"Pork - Bacon, Sliced",51.1955,3.0000,17.06515152
155,"Soup - French Onion, Dry",51.1531,3.0000,17.05103668
45,Rabbit - Whole,51.0057,3.0000,17.00190476
235,Sauce - Balsamic Viniagrette,51.0000,3.0000,17.00000000
420,"Lamb - Whole Head Off,nz",50.9737,3.0000,16.99122807
447,Onion Powder,50.9175,3.0000,16.97250859
161,Cheese - Brick With Pepper,50.8976,3.0000,16.96585366
268,Spice - Chili Powder Mexican,50.7696,3.0000,16.92321117
445,"Nut - Hazelnut, Ground, Natural",50.6986,3.0000,16.89954338
165,Sage Derby,50.6601,3.0000,16.88669951
851,Anchovy In Oil,50.4439,3.0000,16.81463415
531,Soup - Campbells - Tomato,50.3916,3.0000,16.79718876
500,Tea - Vanilla Chai,50.3894,3.0000,16.79646018
34,Bagel - Everything,50.3661,3.0000,16.78870674
996,Okra,50.3636,3.0000,16.78787879
106,Red Currants,50.3564,3.0000,16.78547855
341,Shrimp - Black Tiger 26/30,50.1268,3.0000,16.70894309
358,Wine - Riesling Dr. Pauly,50.1238,3.0000,16.70792079
169,Bay Leaf Fresh,50.1085,3.0000,16.70283019
785,Magnotta - Bel Paese White,50.0865,3.0000,16.69551282
607,"Soup - Campbells, Beef Barley",50.0714,3.0000,16.69047619
246,Yoplait - Strawbrasp Peac,50.0092,3.0000,16.66973886
891,"Soup - Campbells, Minestrone",49.9955,3.0000,16.66517857
211,Squash - Guords,49.9740,3.0000,16.65798611
781,"Wine - White, Pelee Island",49.9425,3.0000,16.64750958
773,Sprouts - Peppercress,49.8925,3.0000,16.63082437
978,Banana Turning,49.8900,3.0000,16.63000000
286,Island Oasis - Ice Cream Mix,49.8280,3.0000,16.60931900
558,Eggplant - Baby,49.7713,3.0000,16.59042553
566,Mini - Vol Au Vents,49.7621,3.0000,16.58737864
124,Pernod,49.7206,3.0000,16.57352941
597,Foam Dinner Plate,49.6546,3.0000,16.55154639
128,"Yogurt - Raspberry, 175 Gr",49.5266,3.0000,16.50885668
542,"Squash - Pattypan, Yellow",49.4650,3.0000,16.48833333
372,Melon - Honey Dew,49.4444,3.0000,16.48148148
274,Peas - Frozen,49.4429,3.0000,16.48097412
725,Sambuca - Opal Nera,49.4110,3.0000,16.47031963
627,Cheese - Brie,49.3797,3.0000,16.45989305
471,Pastry - Choclate Baked,49.3233,3.0000,16.44109195
793,Beef Flat Iron Steak,49.1608,3.0000,16.38693467
516,Lotus Rootlets - Canned,49.1082,3.0000,16.36941581
317,Oil - Margarine,48.9167,3.0000,16.30555556
734,Longos - Chicken Caeser Salad,48.8762,3.0000,16.29207921
856,"Spoon - Soup, Plastic",48.8531,3.0000,16.28436019
814,Salmon Steak - Cohoe 6 Oz,48.7897,3.0000,16.26324786
24,Lamb - Loin Chops,48.6753,3.0000,16.22510823
266,Ginger - Crystalized,48.6612,3.0000,16.22040073
225,Cheese - Colby,48.6369,3.0000,16.21230159
819,Dome Lid Clear P92008h,48.5327,3.0000,16.17755444
314,"Oil - Olive, Extra Virgin",48.3023,3.0000,16.10077519
93,"Wine - Red, Black Opal Shiraz",48.0306,3.0000,16.01020408
769,Beer - Labatt Blue,48.0275,3.0000,16.00917431
448,"Turkey - Breast, Double",47.9572,3.0000,15.98573975
827,"Flour - Bran, Red",47.8436,3.0000,15.94785847
160,Coffee - Decaffeinato Coffee,47.8167,3.0000,15.93888889
784,"Squash - Pattypan, Yellow",47.7312,3.0000,15.91039427
455,"Juice - Grape, White",47.6684,3.0000,15.88945578
859,Tea - Decaf 1 Cup,47.4837,3.0000,15.82790698
547,Praline Paste,47.0498,3.0000,15.68325041
381,Cream - 10%,46.6617,3.0000,15.55389718
249,Cake - Pancake,46.5979,3.0000,15.53264605
238,"Pepper - Green, Chili",46.0628,3.0000,15.35427574
761,Tomatoes - Cherry,45.4061,3.0000,15.13536379
259,Triple Sec - Mcguinness,45.3812,3.0000,15.12707182
295,Muffin - Bran Ind Wrpd,55.2423,4.0000,13.81056701
262,Beef - Kobe Striploin,55.0221,4.0000,13.75553097
184,"Beets - Candy Cane, Organic",54.9000,4.0000,13.72500000
828,"Pepper - Black, Whole",54.2475,4.0000,13.56188119
132,"Pork - Bacon,back Peameal",53.6912,4.0000,13.42279412
907,Mix - Cocktail Ice Cream,52.9439,4.0000,13.23598131
433,"Quail - Whole, Bone - In",52.9302,4.0000,13.23255814
199,Apricots - Dried,52.9055,4.0000,13.22636816
568,Parsley - Dried,52.8744,4.0000,13.21860465
925,"Wine - White, Riesling, Henry Of",52.6857,4.0000,13.17142857
624,Clams - Canned,52.5240,4.0000,13.13100962
575,Cookies - Assorted,52.4681,4.0000,13.11702128
39,"Vodka - Hot, Lnferno",52.4589,4.0000,13.11473430
721,Tea - Grapefruit Green Tea,52.2849,4.0000,13.07123656
481,Lambcasing,52.1709,4.0000,13.04271357
11,Sprouts - Alfalfa,52.1307,4.0000,13.03267045
879,Wine - Masi Valpolocell,52.0242,4.0000,13.00603865
683,Yoplait - Strawbrasp Peac,51.8054,4.0000,12.95135135
188,Chocolate Liqueur - Godet White,51.5306,4.0000,12.88265306
144,Kellogs Special K Cereal,51.5215,4.0000,12.88037634
733,Stainless Steel Cleaner Vision,51.4800,4.0000,12.87000000
22,Curry Powder,51.2834,4.0000,12.82085561
152,Maple Syrup,51.2648,4.0000,12.81621005
768,Energy - Boo - Koo,51.2367,4.0000,12.80917874
19,Water - Tonic,51.1885,4.0000,12.79712042
470,"Orange - Canned, Mandarin",51.0609,4.0000,12.76522843
112,Pastry - French Mini Assorted,50.9307,4.0000,12.73267327
746,The Pop Shoppe - Grape,50.7922,4.0000,12.69805195
279,Strawberries - California,50.6394,4.0000,12.65985577
638,Muffin - Banana Nut Individual,50.5820,4.0000,12.64550265
642,Bread - Pita,50.4891,4.0000,12.62227074
966,"Capon - Breast, Wing On",50.4673,4.0000,12.61682243
469,Samosa - Veg,50.3288,4.0000,12.58219178
345,"Juice - Apple, 1.36l",50.2833,4.0000,12.57083333
666,Pectin,50.2775,4.0000,12.56937173
140,Wine - Delicato Merlot,50.2562,4.0000,12.56403941
595,Chicken - Wieners,50.1598,4.0000,12.53995434
609,Spice - Montreal Steak Spice,50.0138,4.0000,12.50345622
37,Wine - Mondavi Coastal Private,49.9384,4.0000,12.48459716
185,Table Cloth 54x72 Colour,49.9188,4.0000,12.47969543
292,"Quail - Whole, Boneless",49.7869,4.0000,12.44672131
67,Peppercorns - Pink,49.7644,4.0000,12.44109948
73,Pork - Ham Hocks - Smoked,49.6890,4.0000,12.42224880
658,Wine - Carmenere Casillero Del,49.6000,4.0000,12.40000000
378,"Yogurt - Cherry, 175 Gr",49.5126,4.0000,12.37814070
722,Pork - Ground,49.4949,4.0000,12.37373737
803,"Tortillas - Flour, 12",49.4670,4.0000,12.36675127
957,"Lamb - Pieces, Diced",49.3211,4.0000,12.33027523
836,Chinese Foods - Chicken,49.2222,4.0000,12.30555556
675,Goulash Seasoning,49.1796,4.0000,12.29490291
960,Pineapple - Golden,49.0392,4.0000,12.25980392
121,Soup - Campbells Chili,48.9883,4.0000,12.24707602
7,"Beef - Rouladin, Sliced",48.9211,4.0000,12.23026316
498,Wine - Balbach Riverside,48.8532,4.0000,12.21330275
712,Daves Island Stinger,48.7626,4.0000,12.19065657
551,Cleaner - Bleach,48.7349,4.0000,12.18372093
724,Cheese - Grana Padano,48.6950,4.0000,12.17375000
244,Goat - Whole Cut,48.5256,4.0000,12.13139535
984,Cabbage - Red,48.5049,4.0000,12.12621359
778,"Shrimp - 16 - 20 Cooked, Peeled",48.3198,4.0000,12.07994186
633,Pasta - Agnolotti - Butternut,48.1923,4.0000,12.04807692
655,"Pasta - Rotini, Colour, Dry",48.1392,4.0000,12.03479381
676,"Syrup - Monin, Amaretta",48.1010,4.0000,12.02525253
703,Wine La Vielle Ferme Cote Du,48.0788,4.0000,12.01970443
818,Pepper - Cubanelle,47.9476,4.0000,11.98691099
634,Bols Melon Liqueur,47.8443,4.0000,11.96108491
548,Wine - Zinfandel Rosenblum,47.6734,4.0000,11.91834171
817,Tea - Green,47.3662,4.0000,11.84154930
173,Beef - Tenderloin Tails,46.9061,4.0000,11.72651934
505,Daves Island Stinger,46.7621,4.0000,11.69053398
850,Wine - Prosecco Valdobienne,45.6862,4.0000,11.42154812
492,Ham - Procutinni,45.5980,4.0000,11.39950980
537,Beer - Paulaner Hefeweisse,54.6404,5.0000,10.92808989
247,Veal - Leg,54.2000,5.0000,10.84000000
848,Sausage - Meat,53.9505,5.0000,10.79009009
258,Bagel - Sesame Seed Presliced,53.6651,5.0000,10.73301887
16,"Beef - Tenderlion, Center Cut",53.4409,5.0000,10.68817204
808,Lettuce - Boston Bib,53.2663,5.0000,10.65326633
352,Cotton Wet Mop 16 Oz,53.1176,5.0000,10.62352941
983,Flour - Pastry,53.0995,5.0000,10.61990050
467,Squid - U - 10 Thailand,52.8164,5.0000,10.56328502
203,"Pork - Tenderloin, Fresh",52.5240,5.0000,10.50480769
461,Soup - Tomato Mush. Florentine,52.4495,5.0000,10.48989899
550,Chocolate Bar - Coffee Crisp,52.0680,5.0000,10.41359223
254,Sprouts - Brussel,52.0648,5.0000,10.41296296
969,Spice - Paprika,51.8112,5.0000,10.36224490
239,Container - Foam Dixie 12 Oz,51.6574,5.0000,10.33148148
344,Honey - Liquid,51.5658,5.0000,10.31315789
36,Cheese - St. Andre,51.4760,5.0000,10.29519231
896,Gatorade - Lemon Lime,51.3978,5.0000,10.27955801
289,Gatorade - Lemon Lime,51.3421,5.0000,10.26842105
227,Wine - Clavet Saint Emilion,51.2893,5.0000,10.25786802
905,Sour Puss Sour Apple,51.1551,5.0000,10.23101604
936,Breakfast Quesadillas,51.1232,5.0000,10.22464455
429,Black Currants,51.1106,5.0000,10.22211055
480,Oil - Grapeseed Oil,51.0388,5.0000,10.20776699
280,Wine - Magnotta - Cab Franc,50.9184,5.0000,10.18367347
908,"Pasta - Lasagne, Fresh",50.8529,5.0000,10.17058824
29,Soup - Base Broth Beef,50.7107,5.0000,10.14213198
61,"Rum - Cream, Amarula",50.6888,5.0000,10.13775510
921,Parasol Pick Stir Stick,50.4247,5.0000,10.08494624
681,Bread - Pumpernickel,50.3807,5.0000,10.07614213
44,Pomello,50.2422,5.0000,10.04843049
194,Pears - Bartlett,50.2217,5.0000,10.04433498
735,Cloves - Ground,50.2199,5.0000,10.04397906
755,Leeks - Large,50.0326,5.0000,10.00652174
729,Soup Campbells - Italian Wedding,50.0155,5.0000,10.00310881
477,Spice - Paprika,49.9907,5.0000,9.99813084
573,Mangoes,49.9890,5.0000,9.99779006
527,Water - Spring 1.5lit,49.8556,5.0000,9.97112299
686,Lettuce - Romaine,49.8050,5.0000,9.96100000
452,Breadfruit,49.7463,5.0000,9.94926829
394,Gingerale - Diet - Schweppes,49.7415,5.0000,9.94829268
956,Chicken - Whole,49.6900,5.0000,9.93800000
133,Allspice - Jamaican,49.6375,5.0000,9.92749004
598,Lobak,49.4898,5.0000,9.89795918
475,Towel Dispenser,49.4716,5.0000,9.89431818
920,Sun - Dried Tomatoes,49.4492,5.0000,9.88983957
17,"Octopus - Baby, Cleaned",49.4360,5.0000,9.88720379
309,Vaccum Bag - 14x20,49.4109,5.0000,9.88217822
263,Lobster - Live,49.3969,5.0000,9.87938144
357,Sausage - Andouille,49.3596,5.0000,9.87192118
400,Lettuce - Baby Salad Greens,49.3467,5.0000,9.86934673
432,"Stock - Chicken, White",49.3015,5.0000,9.86030151
618,"Soup - Knorr, Classic Can. Chili",49.2959,5.0000,9.85917160
955,Peppercorns - Green,49.2877,5.0000,9.85754717
439,Lamb - Sausage Casings,49.1991,5.0000,9.83981481
110,Snapple Raspberry Tea,48.9296,5.0000,9.78591549
84,Petit Baguette,48.8641,5.0000,9.77281553
520,Fond - Neutral,48.3548,5.0000,9.67096774
726,Tart - Lemon,48.2178,5.0000,9.64356436
975,The Pop Shoppe - Grape,48.0368,5.0000,9.60736842
277,Kumquat,47.8936,5.0000,9.57872340
783,Bandage - Fexible 1x3,47.7734,5.0000,9.55467980
763,Chicken - Soup Base,47.7573,5.0000,9.55145631
549,Muffin Carrot - Individual,47.7354,5.0000,9.54708520
533,Wine - Red Oakridge Merlot,47.5050,5.0000,9.50099010
511,Puree - Strawberry,47.4000,5.0000,9.48000000
251,Lettuce - Escarole,47.0190,5.0000,9.40380952
440,Clams - Canned,46.9903,5.0000,9.39806763
20,Longos - Chicken Caeser Salad,46.1480,5.0000,9.22959184
622,Truffle Paste,55.2827,6.0000,9.21378709
971,Cakes Assorted,55.2415,6.0000,9.20692432
837,Bag Clear 10 Lb,55.0543,6.0000,9.17571644
513,"Lamb - Whole, Frozen",54.4947,6.0000,9.08245614
599,Sauce - Salsa,54.4792,6.0000,9.07986111
333,Cleaner - Comet,54.4421,6.0000,9.07368421
762,"Beef - Baby, Liver",45.1792,5.0000,9.03584906
771,Wine - Chateauneuf Du Pape,53.9429,6.0000,8.99047619
749,Rice - Long Grain,53.7692,6.0000,8.96153846
396,Wine - Chateau Aqueria Tavel,53.5389,6.0000,8.92314815
562,Liners - Baking Cups,53.4718,6.0000,8.91196581
696,Sauce - Vodka Blush,53.4698,6.0000,8.91162791
57,Spinach - Frozen,53.0099,6.0000,8.83498350
940,Soup Campbells - Tomato Bisque,52.9171,6.0000,8.81951220
69,"Appetizer - Mini Egg Roll, Shrimp",52.8492,6.0000,8.80820771
999,Bread - Wheat Baguette,52.6875,6.0000,8.78125000
267,Eggwhite Frozen,52.5825,6.0000,8.76375405
586,"Sugar - Sweet N Low, Individual",52.5132,6.0000,8.75219298
60,"Lemonade - Strawberry, 591 Ml",52.3394,6.0000,8.72324159
478,"Tendrils - Baby Pea, Organic",52.2798,6.0000,8.71329879
796,Bagel - Whole White Sesame,52.2746,6.0000,8.71243523
912,Coffee - Hazelnut Cream,52.0148,6.0000,8.66912972
752,Kellogs Special K Cereal,51.9628,6.0000,8.66046099
671,"Pasta - Linguini, Dry",51.6480,6.0000,8.60800745
